,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Match_ID,Batsman,Player_ID
1158,DNB,-,-,-,-,-,v Afghanistan,Dhaka,3-Mar-14,ODI # 3481,Lasith Malinga,49758
1159,DNB,-,-,-,-,-,v Pakistan,Dhaka,8-Mar-14,ODI # 3486,Lasith Malinga,49758
1160,10,10,16,62.5,1,0,v England,The Oval,22-May-14,ODI # 3492,Lasith Malinga,49758
1161,DNB,-,-,-,-,-,v England,Chester-le-Street,25-May-14,ODI # 3493,Lasith Malinga,49758
1162,2,2,6,33.33,0,0,v England,Manchester,28-May-14,ODI # 3494,Lasith Malinga,49758
1163,0*,0,0,-,0,0,v England,Lord's,31-May-14,ODI # 3495,Lasith Malinga,49758
1164,DNB,-,-,-,-,-,v England,Birmingham,3-Jun-14,ODI # 3496,Lasith Malinga,49758
1165,6*,6,4,150,0,1,v South Africa,Colombo (RPS),6-Jul-14,ODI # 3500,Lasith Malinga,49758
1166,0,0,2,0,0,0,v South Africa,Pallekele,9-Jul-14,ODI # 3501,Lasith Malinga,49758
1167,0,0,3,0,0,0,v South Africa,Hambantota,12-Jul-14,ODI # 3502,Lasith Malinga,49758
1168,DNB,-,-,-,-,-,v Pakistan,Hambantota,23-Aug-14,ODI # 3512,Lasith Malinga,49758
1169,0,0,1,0,0,0,v Pakistan,Hambantota,26-Aug-14,ODI # 3515,Lasith Malinga,49758
1170,DNB,-,-,-,-,-,v Pakistan,Dambulla,30-Aug-14,ODI # 3519,Lasith Malinga,49758
1171,0,0,1,0,0,0,v New Zealand,Christchurch,14-Feb-15,ODI # 3599,Lasith Malinga,49758
1172,DNB,-,-,-,-,-,v Afghanistan,Dunedin,22-Feb-15,ODI # 3609,Lasith Malinga,49758
1173,DNB,-,-,-,-,-,v Bangladesh,Melbourne,26-Feb-15,ODI # 3615,Lasith Malinga,49758
1174,DNB,-,-,-,-,-,v England,Wellington,1-Mar-15,ODI # 3619,Lasith Malinga,49758
1175,0*,0,2,0,0,0,v Australia,Sydney,8-Mar-15,ODI # 3629,Lasith Malinga,49758
1176,1,1,3,33.33,0,0,v Scotland,Hobart,11-Mar-15,ODI # 3632,Lasith Malinga,49758
1177,3,3,6,50,0,0,v South Africa,Sydney,18-Mar-15,ODI # 3640,Lasith Malinga,49758
1178,4*,4,4,100,0,0,v Pakistan,Dambulla,11-Jul-15,ODI # 3664,Lasith Malinga,49758
1179,2*,2,5,40,0,0,v Pakistan,Pallekele,15-Jul-15,ODI # 3669,Lasith Malinga,49758
1180,6,6,8,75,0,0,v Pakistan,Colombo (RPS),19-Jul-15,ODI # 3670,Lasith Malinga,49758
1181,17,17,13,130.76,2,1,v Pakistan,Colombo (RPS),22-Jul-15,ODI # 3671,Lasith Malinga,49758
1182,0,0,1,0,0,0,v West Indies,Colombo (RPS),1-Nov-15,ODI # 3701,Lasith Malinga,49758
1183,DNB,-,-,-,-,-,v West Indies,Colombo (RPS),4-Nov-15,ODI # 3702,Lasith Malinga,49758
1184,DNB,-,-,-,-,-,v West Indies,Pallekele,7-Nov-15,ODI # 3704,Lasith Malinga,49758
1185,1,1,2,50,0,0,v South Africa,The Oval,3-Jun-17,ODI # 3877,Lasith Malinga,49758
1186,DNB,-,-,-,-,-,v India,The Oval,8-Jun-17,ODI # 3882,Lasith Malinga,49758
1187,9*,9,14,64.28,0,0,v Pakistan,Cardiff,12-Jun-17,ODI # 3888,Lasith Malinga,49758
1188,DNB,-,-,-,-,-,v Zimbabwe,Galle,30-Jun-17,ODI # 3897,Lasith Malinga,49758
1189,DNB,-,-,-,-,-,v Zimbabwe,Galle,2-Jul-17,ODI # 3899,Lasith Malinga,49758
1190,DNB,-,-,-,-,-,v Zimbabwe,Hambantota,6-Jul-17,ODI # 3901,Lasith Malinga,49758
1191,DNB,-,-,-,-,-,v Zimbabwe,Hambantota,8-Jul-17,ODI # 3903,Lasith Malinga,49758
1192,DNB,-,-,-,-,-,v Zimbabwe,Hambantota,10-Jul-17,ODI # 3904,Lasith Malinga,49758
1193,8,8,6,133.33,0,1,v India,Dambulla,20-Aug-17,ODI # 3905,Lasith Malinga,49758
1194,DNB,-,-,-,-,-,v India,Pallekele,24-Aug-17,ODI # 3906,Lasith Malinga,49758
1195,1*,1,5,20,0,0,v India,Pallekele,27-Aug-17,ODI # 3907,Lasith Malinga,49758
1196,0,0,1,0,0,0,v India,Colombo (RPS),31-Aug-17,ODI # 3908,Lasith Malinga,49758
1197,2,2,4,50,0,0,v India,Colombo (RPS),3-Sep-17,ODI # 3909,Lasith Malinga,49758
1198,3*,3,3,100,0,0,v Bangladesh,Dubai (DSC),15-Sep-18,ODI # 4036,Lasith Malinga,49758
1199,1,1,7,14.28,0,0,v Afghanistan,Abu Dhabi,17-Sep-18,ODI # 4038,Lasith Malinga,49758
1200,TDNB,-,-,-,-,-,v England,Dambulla,10-Oct-18,ODI # 4052,Lasith Malinga,49758
1201,DNB,-,-,-,-,-,v England,Dambulla,13-Oct-18,ODI # 4053,Lasith Malinga,49758
1202,2*,2,2,100,0,0,v England,Pallekele,17-Oct-18,ODI # 4054,Lasith Malinga,49758
1203,4*,4,1,400,1,0,v England,Pallekele,20-Oct-18,ODI # 4055,Lasith Malinga,49758
1204,11,11,7,157.14,0,1,v New Zealand,Mount Maunganui,3-Jan-19,ODI # 4074,Lasith Malinga,49758
1205,17,17,22,77.27,2,0,v New Zealand,Mount Maunganui,5-Jan-19,ODI # 4075,Lasith Malinga,49758
1206,0,0,1,0,0,0,v New Zealand,Nelson,8-Jan-19,ODI # 4076,Lasith Malinga,49758
1207,15,15,24,62.5,2,0,v South Africa,Johannesburg,3-Mar-19,ODI # 4104,Lasith Malinga,49758
1208,1,1,4,25,0,0,v South Africa,Centurion,6-Mar-19,ODI # 4107,Lasith Malinga,49758
1209,DNB,-,-,-,-,-,v South Africa,Durban,10-Mar-19,ODI # 4112,Lasith Malinga,49758
1210,0,0,2,0,0,0,v South Africa,Port Elizabeth,13-Mar-19,ODI # 4114,Lasith Malinga,49758
1211,0*,0,0,-,0,0,v South Africa,Cape Town,16-Mar-19,ODI # 4115,Lasith Malinga,49758
1212,22,22,21,104.76,2,1,v Pakistan,Dambulla,11-Jul-15,ODI # 3664,Milinda Siriwardana,222354
1213,26,26,28,92.85,3,0,v Pakistan,Pallekele,15-Jul-15,ODI # 3669,Milinda Siriwardana,222354
1214,2,2,3,66.66,0,0,v Pakistan,Colombo (RPS),19-Jul-15,ODI # 3670,Milinda Siriwardana,222354
1215,19,19,11,172.72,2,1,v Pakistan,Colombo (RPS),22-Jul-15,ODI # 3671,Milinda Siriwardana,222354
1216,52*,52,26,200,4,3,v Pakistan,Hambantota,26-Jul-15,ODI # 3672,Milinda Siriwardana,222354
1217,7,7,8,87.5,0,0,v West Indies,Colombo (RPS),1-Nov-15,ODI # 3701,Milinda Siriwardana,222354
1218,DNB,-,-,-,-,-,v West Indies,Colombo (RPS),4-Nov-15,ODI # 3702,Milinda Siriwardana,222354
1219,17,17,13,130.76,0,1,v West Indies,Pallekele,7-Nov-15,ODI # 3704,Milinda Siriwardana,222354
1220,66,66,82,80.48,7,0,v New Zealand,Christchurch,26-Dec-15,ODI # 3714,Milinda Siriwardana,222354
1221,12,12,14,85.71,2,0,v New Zealand,Christchurch,28-Dec-15,ODI # 3715,Milinda Siriwardana,222354
1222,DNB,-,-,-,-,-,v New Zealand,Nelson,31-Dec-15,ODI # 3717,Milinda Siriwardana,222354
1223,TDNB,-,-,-,-,-,v New Zealand,Nelson,2-Jan-16,ODI # 3718,Milinda Siriwardana,222354
1224,39,39,22,177.27,3,2,v New Zealand,Mount Maunganui,5-Jan-16,ODI # 3721,Milinda Siriwardana,222354
1225,19,19,26,73.07,0,0,v Australia,Colombo (RPS),21-Aug-16,ODI # 3768,Milinda Siriwardana,222354
1226,22,22,25,88,1,1,v Bangladesh,Dambulla,25-Mar-17,ODI # 3855,Milinda Siriwardana,222354
1227,30,30,30,100,3,0,v Bangladesh,Dambulla,28-Mar-17,ODI # 3856,Milinda Siriwardana,222354
1228,12,12,16,75,1,0,v Bangladesh,Colombo (SSC),1-Apr-17,ODI # 3858,Milinda Siriwardana,222354
1229,58,58,58,100,2,1,v India,Pallekele,24-Aug-17,ODI # 3906,Milinda Siriwardana,222354
1230,29,29,27,107.4,4,0,v India,Pallekele,27-Aug-17,ODI # 3907,Milinda Siriwardana,222354
1231,39,39,43,90.69,3,2,v India,Colombo (RPS),31-Aug-17,ODI # 3908,Milinda Siriwardana,222354
1232,18,18,13,138.46,1,1,v India,Colombo (RPS),3-Sep-17,ODI # 3909,Milinda Siriwardana,222354
1233,0,0,1,0,0,0,v Pakistan,Dubai (DSC),13-Oct-17,ODI # 3922,Milinda Siriwardana,222354
1234,3,3,5,60,0,0,v Pakistan,Abu Dhabi,16-Oct-17,ODI # 3924,Milinda Siriwardana,222354
1235,2,2,4,50,0,0,v Pakistan,Abu Dhabi,18-Oct-17,ODI # 3926,Milinda Siriwardana,222354
1236,13,13,32,40.62,0,0,v Pakistan,Sharjah,20-Oct-17,ODI # 3927,Milinda Siriwardana,222354
1237,6,6,13,46.15,1,0,v Pakistan,Sharjah,23-Oct-17,ODI # 3930,Milinda Siriwardana,222354
1238,DNB,-,-,-,-,-,v Zimbabwe,Bulawayo,1-Jun-10,ODI # 2985,Jeevan Mendis,49700
1239,35*,35,35,100,4,0,v India,Harare,5-Jun-10,ODI # 2988,Jeevan Mendis,49700
1240,7,7,8,87.5,1,0,v Zimbabwe,Harare,7-Jun-10,ODI # 2989,Jeevan Mendis,49700
1241,DNB,-,-,-,-,-,v Zimbabwe,Harare,9-Jun-10,ODI # 2990,Jeevan Mendis,49700
1242,5,5,11,45.45,0,0,v Australia,Brisbane,7-Nov-10,ODI # 3068,Jeevan Mendis,49700
1243,9,9,15,60,0,0,v England,The Oval,28-Jun-11,ODI # 3165,Jeevan Mendis,49700
1244,7*,7,4,175,0,1,v England,Leeds,1-Jul-11,ODI # 3167,Jeevan Mendis,49700
1245,DNB,-,-,-,-,-,v England,Lord's,3-Jul-11,ODI # 3168,Jeevan Mendis,49700
1246,11,11,29,37.93,1,0,v England,Nottingham,6-Jul-11,ODI # 3169,Jeevan Mendis,49700
1247,48,48,53,90.56,4,0,v England,Manchester,9-Jul-11,ODI # 3170,Jeevan Mendis,49700
1248,34*,34,26,130.76,3,1,v Scotland,Edinburgh,13-Jul-11,ODI # 3172,Jeevan Mendis,49700
1249,2,2,6,33.33,0,0,v Australia,Pallekele,10-Aug-11,ODI # 3175,Jeevan Mendis,49700
1250,5,5,9,55.55,0,0,v Australia,Hambantota,14-Aug-11,ODI # 3178,Jeevan Mendis,49700
1251,1,1,3,33.33,0,0,v Australia,Hambantota,16-Aug-11,ODI # 3180,Jeevan Mendis,49700
1252,7*,7,14,50,1,0,v Australia,Colombo (RPS),22-Aug-11,ODI # 3184,Jeevan Mendis,49700
1253,17*,17,17,100,1,0,v Pakistan,Dubai (DSC),14-Nov-11,ODI # 3213,Jeevan Mendis,49700
1254,19,19,15,126.66,2,0,v Pakistan,Dubai (DSC),18-Nov-11,ODI # 3214,Jeevan Mendis,49700
1255,2,2,7,28.57,0,0,v Pakistan,Sharjah,20-Nov-11,ODI # 3215,Jeevan Mendis,49700
1256,2,2,12,16.66,0,0,v Pakistan,Abu Dhabi,23-Nov-11,ODI # 3216,Jeevan Mendis,49700
1257,19,19,20,95,2,1,v Pakistan,Colombo (RPS),18-Jun-12,ODI # 3277,Jeevan Mendis,49700
1258,45*,45,40,112.5,3,1,v India,Colombo (RPS),28-Jul-12,ODI # 3293,Jeevan Mendis,49700
1259,17,17,16,106.25,2,0,v India,Colombo (RPS),31-Jul-12,ODI # 3294,Jeevan Mendis,49700
1260,72,72,88,81.81,6,0,v India,Pallekele,4-Aug-12,ODI # 3295,Jeevan Mendis,49700
1261,DNB,-,-,-,-,-,v New Zealand,Pallekele,4-Nov-12,ODI # 3305,Jeevan Mendis,49700
1262,DNB,-,-,-,-,-,v New Zealand,Pallekele,6-Nov-12,ODI # 3306,Jeevan Mendis,49700
1263,DNB,-,-,-,-,-,v New Zealand,Hambantota,10-Nov-12,ODI # 3307,Jeevan Mendis,49700
1264,0,0,4,0,0,0,v New Zealand,Hambantota,12-Nov-12,ODI # 3308,Jeevan Mendis,49700
1265,20,20,18,111.11,1,1,v Australia,Melbourne,11-Jan-13,ODI # 3317,Jeevan Mendis,49700
1266,DNB,-,-,-,-,-,v Australia,Adelaide,13-Jan-13,ODI # 3319,Jeevan Mendis,49700
1267,2,2,13,15.38,0,0,v Australia,Brisbane,18-Jan-13,ODI # 3321,Jeevan Mendis,49700
1268,DNB,-,-,-,-,-,v Australia,Sydney,20-Jan-13,ODI # 3324,Jeevan Mendis,49700
1269,26,26,40,65,2,1,v Australia,Hobart,23-Jan-13,ODI # 3326,Jeevan Mendis,49700
1270,DNB,-,-,-,-,-,v Bangladesh,Hambantota,23-Mar-13,ODI # 3349,Jeevan Mendis,49700
1271,DNB,-,-,-,-,-,v Bangladesh,Hambantota,25-Mar-13,ODI # 3351,Jeevan Mendis,49700
1272,5,5,7,71.42,1,0,v Bangladesh,Pallekele,28-Mar-13,ODI # 3352,Jeevan Mendis,49700
1273,25,25,35,71.42,1,0,v India,Cardiff,20-Jun-13,ODI # 3376,Jeevan Mendis,49700
1274,5,5,12,41.66,0,0,v West Indies,Kingston,28-Jun-13,ODI # 3378,Jeevan Mendis,49700
1275,8,8,5,160,2,0,v West Indies,Port of Spain,7-Jul-13,ODI # 3385,Jeevan Mendis,49700
1276,13,13,16,81.25,1,0,v India,Port of Spain,9-Jul-13,ODI # 3387,Jeevan Mendis,49700
1277,30*,30,14,214.28,2,2,v England,Colombo (RPS),26-Nov-14,ODI # 3554,Jeevan Mendis,49700
1278,DNB,-,-,-,-,-,v England,Colombo (RPS),29-Nov-14,ODI # 3557,Jeevan Mendis,49700
1279,12,12,10,120,1,0,v England,Hambantota,3-Dec-14,ODI # 3561,Jeevan Mendis,49700
1280,DNB,-,-,-,-,-,v England,Colombo (RPS),7-Dec-14,ODI # 3563,Jeevan Mendis,49700
1281,12,12,15,80,0,0,v England,Pallekele,10-Dec-14,ODI # 3565,Jeevan Mendis,49700
1282,12*,12,11,109.09,1,0,v England,Pallekele,13-Dec-14,ODI # 3567,Jeevan Mendis,49700
1283,1*,1,1,100,0,0,v England,Colombo (RPS),16-Dec-14,ODI # 3569,Jeevan Mendis,49700
1284,23,23,25,92,2,1,v New Zealand,Christchurch,11-Jan-15,ODI # 3574,Jeevan Mendis,49700
1285,DNB,-,-,-,-,-,v New Zealand,Hamilton,15-Jan-15,ODI # 3577,Jeevan Mendis,49700
1286,TDNB,-,-,-,-,-,v New Zealand,Auckland,17-Jan-15,ODI # 3580,Jeevan Mendis,49700
1287,12,12,10,120,0,1,v New Zealand,Nelson,20-Jan-15,ODI # 3585,Jeevan Mendis,49700
1288,18,18,17,105.88,1,1,v New Zealand,Dunedin,23-Jan-15,ODI # 3588,Jeevan Mendis,49700
1289,3,3,8,37.5,0,0,v New Zealand,Dunedin,25-Jan-15,ODI # 3590,Jeevan Mendis,49700
1290,4,4,4,100,1,0,v New Zealand,Christchurch,14-Feb-15,ODI # 3599,Jeevan Mendis,49700
1291,9*,9,17,52.94,0,0,v Afghanistan,Dunedin,22-Feb-15,ODI # 3609,Jeevan Mendis,49700
1292,7*,7,16,43.75,0,0,v New Zealand,Christchurch,28-Dec-15,ODI # 3715,Jeffrey Vandersay,370040
1293,DNB,-,-,-,-,-,v New Zealand,Nelson,31-Dec-15,ODI # 3717,Jeffrey Vandersay,370040
1294,TDNB,-,-,-,-,-,v New Zealand,Nelson,2-Jan-16,ODI # 3718,Jeffrey Vandersay,370040
1295,TDNB,-,-,-,-,-,v Zimbabwe,Bulawayo,21-Nov-16,ODI # 3807,Jeffrey Vandersay,370040
1296,DNB,-,-,-,-,-,v Zimbabwe,Bulawayo,27-Nov-16,ODI # 3810,Jeffrey Vandersay,370040
1297,8,8,16,50,1,0,v South Africa,Port Elizabeth,28-Jan-17,ODI # 3828,Jeffrey Vandersay,370040
1298,7,7,18,38.88,1,0,v South Africa,Centurion,10-Feb-17,ODI # 3834,Jeffrey Vandersay,370040
1299,25,25,47,53.19,1,0,v Pakistan,Dubai (DSC),13-Oct-17,ODI # 3922,Jeffrey Vandersay,370040
1300,22,22,55,40,0,0,v Pakistan,Abu Dhabi,16-Oct-17,ODI # 3924,Jeffrey Vandersay,370040
1301,0,0,4,0,0,0,v Pakistan,Abu Dhabi,18-Oct-17,ODI # 3926,Jeffrey Vandersay,370040
1302,2,2,10,20,0,0,v Pakistan,Sharjah,23-Oct-17,ODI # 3930,Jeffrey Vandersay,370040
1303,DNB,-,-,-,-,-,v India,Hambantota,24-Jul-12,ODI # 3292,Isuru Udana,328026
1304,DNB,-,-,-,-,-,v India,Colombo (RPS),28-Jul-12,ODI # 3293,Isuru Udana,328026
1305,0*,0,9,0,0,0,v South Africa,Durban,10-Mar-19,ODI # 4112,Isuru Udana,328026
1306,78,78,57,136.84,7,4,v South Africa,Port Elizabeth,13-Mar-19,ODI # 4114,Isuru Udana,328026
1307,32,32,29,110.34,3,1,v South Africa,Cape Town,16-Mar-19,ODI # 4115,Isuru Udana,328026
1308,31,31,14,221.42,4,1,v India,Kolkata,24-Dec-09,ODI # 2935,Thisara Perera,233514
1309,DNB,-,-,-,-,-,v India,Delhi,27-Dec-09,ODI # 2936,Thisara Perera,233514
1310,36*,36,15,240,6,1,v India,Dhaka,5-Jan-10,ODI # 2938,Thisara Perera,233514
1311,DNB,-,-,-,-,-,v Bangladesh,Dhaka,8-Jan-10,ODI # 2940,Thisara Perera,233514
1312,11,11,17,64.7,2,0,v India,Dhaka,10-Jan-10,ODI # 2941,Thisara Perera,233514
1313,6*,6,6,100,1,0,v India,Dhaka,13-Jan-10,ODI # 2943,Thisara Perera,233514
1314,32,32,23,139.13,2,1,v India,Bulawayo,30-May-10,ODI # 2983,Thisara Perera,233514
1315,DNB,-,-,-,-,-,v Zimbabwe,Bulawayo,1-Jun-10,ODI # 2985,Thisara Perera,233514
1316,DNB,-,-,-,-,-,v India,Harare,5-Jun-10,ODI # 2988,Thisara Perera,233514
1317,8,8,16,50,0,0,v Zimbabwe,Harare,7-Jun-10,ODI # 2989,Thisara Perera,233514
1318,DNB,-,-,-,-,-,v India,Dambulla,22-Aug-10,ODI # 3038,Thisara Perera,233514
1319,6,6,8,75,0,0,v India,Dambulla,28-Aug-10,ODI # 3040,Thisara Perera,233514
1320,0,0,4,0,0,0,v Australia,Melbourne,3-Nov-10,ODI # 3065,Thisara Perera,233514
1321,DNB,-,-,-,-,-,v Australia,Sydney,5-Nov-10,ODI # 3066,Thisara Perera,233514
1322,3,3,7,42.85,0,0,v Australia,Brisbane,7-Nov-10,ODI # 3068,Thisara Perera,233514
1323,6,6,8,75,0,0,v West Indies,Colombo (SSC),6-Feb-11,ODI # 3099,Thisara Perera,233514
1324,11,11,11,100,1,0,v Canada,Hambantota,20-Feb-11,ODI # 3102,Thisara Perera,233514
1325,8,8,6,133.33,1,0,v Pakistan,Colombo (RPS),26-Feb-11,ODI # 3109,Thisara Perera,233514
1326,3,3,5,60,0,0,v Zimbabwe,Pallekele,10-Mar-11,ODI # 3125,Thisara Perera,233514
1327,22*,22,9,244.44,3,1,v India,Mumbai,2-Apr-11,ODI # 3148,Thisara Perera,233514
1328,9,9,17,52.94,0,0,v Scotland,Edinburgh,13-Jul-11,ODI # 3172,Thisara Perera,233514
1329,13,13,12,108.33,0,1,v Pakistan,Dubai (DSC),14-Nov-11,ODI # 3213,Thisara Perera,233514
1330,4,4,5,80,0,0,v Pakistan,Dubai (DSC),18-Nov-11,ODI # 3214,Thisara Perera,233514
1331,7,7,11,63.63,1,0,v Pakistan,Sharjah,20-Nov-11,ODI # 3215,Thisara Perera,233514
1332,25,25,18,138.88,0,1,v Pakistan,Abu Dhabi,23-Nov-11,ODI # 3216,Thisara Perera,233514
1333,69*,69,44,156.81,3,5,v South Africa,Kimberley,20-Jan-12,ODI # 3228,Thisara Perera,233514
1334,2,2,8,25,0,0,v South Africa,Johannesburg,22-Jan-12,ODI # 3229,Thisara Perera,233514
1335,7,7,12,58.33,0,0,v India,Perth,8-Feb-12,ODI # 3233,Thisara Perera,233514
1336,5,5,9,55.55,0,0,v India,Adelaide,14-Feb-12,ODI # 3239,Thisara Perera,233514
1337,DNB,-,-,-,-,-,v Australia,Sydney,17-Feb-12,ODI # 3241,Thisara Perera,233514
1338,10,10,7,142.85,1,0,v India,Brisbane,21-Feb-12,ODI # 3246,Thisara Perera,233514
1339,21*,21,11,190.9,2,1,v Australia,Hobart,24-Feb-12,ODI # 3248,Thisara Perera,233514
1340,3,3,3,100,0,0,v India,Hobart,28-Feb-12,ODI # 3251,Thisara Perera,233514
1341,5,5,7,71.42,0,0,v Australia,Melbourne,2-Mar-12,ODI # 3253,Thisara Perera,233514
1342,17,17,33,51.51,1,0,v Pakistan,Pallekele,7-Jun-12,ODI # 3272,Thisara Perera,233514
1343,24*,24,14,171.42,2,2,v Pakistan,Pallekele,9-Jun-12,ODI # 3273,Thisara Perera,233514
1344,TDNB,-,-,-,-,-,v Pakistan,Colombo (RPS),13-Jun-12,ODI # 3274,Thisara Perera,233514
1345,8,8,9,88.88,1,0,v Pakistan,Colombo (RPS),16-Jun-12,ODI # 3275,Thisara Perera,233514
1346,0,0,5,0,0,0,v Pakistan,Colombo (RPS),18-Jun-12,ODI # 3277,Thisara Perera,233514
1347,44,44,28,157.14,3,1,v India,Hambantota,21-Jul-12,ODI # 3291,Thisara Perera,233514
1348,DNB,-,-,-,-,-,v India,Hambantota,24-Jul-12,ODI # 3292,Thisara Perera,233514
1349,DNB,-,-,-,-,-,v India,Colombo (RPS),28-Jul-12,ODI # 3293,Thisara Perera,233514
1350,2,2,3,66.66,0,0,v India,Colombo (RPS),31-Jul-12,ODI # 3294,Thisara Perera,233514
1351,18,18,19,94.73,2,0,v India,Pallekele,4-Aug-12,ODI # 3295,Thisara Perera,233514
1352,DNB,-,-,-,-,-,v New Zealand,Pallekele,4-Nov-12,ODI # 3305,Thisara Perera,233514
1353,DNB,-,-,-,-,-,v New Zealand,Pallekele,6-Nov-12,ODI # 3306,Thisara Perera,233514
1354,DNB,-,-,-,-,-,v New Zealand,Hambantota,10-Nov-12,ODI # 3307,Thisara Perera,233514
1355,11,11,10,110,2,0,v New Zealand,Hambantota,12-Nov-12,ODI # 3308,Thisara Perera,233514
1356,4,4,8,50,0,0,v Australia,Melbourne,11-Jan-13,ODI # 3317,Thisara Perera,233514
1357,DNB,-,-,-,-,-,v Australia,Adelaide,13-Jan-13,ODI # 3319,Thisara Perera,233514
1358,4*,4,2,200,1,0,v Australia,Brisbane,18-Jan-13,ODI # 3321,Thisara Perera,233514
1359,DNB,-,-,-,-,-,v Australia,Sydney,20-Jan-13,ODI # 3324,Thisara Perera,233514
1360,7,7,6,116.66,1,0,v Australia,Hobart,23-Jan-13,ODI # 3326,Thisara Perera,233514
1361,DNB,-,-,-,-,-,v Bangladesh,Hambantota,23-Mar-13,ODI # 3349,Thisara Perera,233514
1362,DNB,-,-,-,-,-,v Bangladesh,Hambantota,25-Mar-13,ODI # 3351,Thisara Perera,233514
1363,4,4,8,50,0,0,v Bangladesh,Pallekele,28-Mar-13,ODI # 3352,Thisara Perera,233514
1364,15,15,29,51.72,2,0,v New Zealand,Cardiff,9-Jun-13,ODI # 3366,Thisara Perera,233514
1365,0,0,4,0,0,0,v India,Cardiff,20-Jun-13,ODI # 3376,Thisara Perera,233514
1366,16*,16,7,228.57,2,1,v South Africa,Colombo (RPS),20-Jul-13,ODI # 3392,Thisara Perera,233514
1367,11,11,14,78.57,1,0,v South Africa,Colombo (RPS),23-Jul-13,ODI # 3394,Thisara Perera,233514
1368,65,65,49,132.65,5,5,v South Africa,Pallekele,26-Jul-13,ODI # 3398,Thisara Perera,233514
1369,DNB,-,-,-,-,-,v South Africa,Pallekele,28-Jul-13,ODI # 3400,Thisara Perera,233514
1370,17*,17,14,121.42,2,0,v South Africa,Colombo (RPS),31-Jul-13,ODI # 3401,Thisara Perera,233514
1371,8,8,14,57.14,0,0,v New Zealand,Dambulla,16-Nov-13,ODI # 3435,Thisara Perera,233514
1372,6,6,6,100,1,0,v Pakistan,Sharjah,18-Dec-13,ODI # 3445,Thisara Perera,233514
1373,5,5,14,35.71,0,0,v Pakistan,Dubai (DSC),20-Dec-13,ODI # 3446,Thisara Perera,233514
1374,2,2,6,33.33,0,0,v Pakistan,Sharjah,22-Dec-13,ODI # 3447,Thisara Perera,233514
1375,80*,80,57,140.35,4,6,v Bangladesh,Dhaka,17-Feb-14,ODI # 3469,Thisara Perera,233514
1376,0,0,3,0,0,0,v Bangladesh,Dhaka,20-Feb-14,ODI # 3470,Thisara Perera,233514
1377,DNB,-,-,-,-,-,v Bangladesh,Dhaka,22-Feb-14,ODI # 3471,Thisara Perera,233514
1378,6,6,9,66.66,0,0,v Pakistan,Fatullah,25-Feb-14,ODI # 3473,Thisara Perera,233514
1379,11*,11,18,61.11,0,0,v India,Fatullah,28-Feb-14,ODI # 3476,Thisara Perera,233514
1380,19*,19,23,82.6,0,0,v Afghanistan,Dhaka,3-Mar-14,ODI # 3481,Thisara Perera,233514
1381,15,15,23,65.21,0,0,v Bangladesh,Dhaka,6-Mar-14,ODI # 3485,Thisara Perera,233514
1382,DNB,-,-,-,-,-,v Pakistan,Dhaka,8-Mar-14,ODI # 3486,Thisara Perera,233514
1383,2,2,6,33.33,0,0,v England,The Oval,22-May-14,ODI # 3492,Thisara Perera,233514
1384,13,13,10,130,1,1,v Pakistan,Hambantota,23-Aug-14,ODI # 3512,Thisara Perera,233514
1385,65,65,36,180.55,5,4,v Pakistan,Hambantota,26-Aug-14,ODI # 3515,Thisara Perera,233514
1386,DNB,-,-,-,-,-,v Pakistan,Dambulla,30-Aug-14,ODI # 3519,Thisara Perera,233514
1387,29,29,27,107.4,4,0,v India,Cuttack,2-Nov-14,ODI # 3539,Thisara Perera,233514
1388,10,10,11,90.9,0,1,v India,Ahmedabad,6-Nov-14,ODI # 3540,Thisara Perera,233514
1389,1,1,4,25,0,0,v India,Hyderabad (Deccan),9-Nov-14,ODI # 3543,Thisara Perera,233514
1390,29,29,29,100,1,3,v India,Kolkata,13-Nov-14,ODI # 3544,Thisara Perera,233514
1391,6,6,5,120,1,0,v India,Ranchi,16-Nov-14,ODI # 3547,Thisara Perera,233514
1392,4,4,6,66.66,0,0,v England,Colombo (RPS),26-Nov-14,ODI # 3554,Thisara Perera,233514
1393,DNB,-,-,-,-,-,v England,Colombo (RPS),29-Nov-14,ODI # 3557,Thisara Perera,233514
1394,8,8,10,80,0,1,v England,Hambantota,3-Dec-14,ODI # 3561,Thisara Perera,233514
1395,DNB,-,-,-,-,-,v England,Colombo (RPS),7-Dec-14,ODI # 3563,Thisara Perera,233514
1396,27,27,17,158.82,4,1,v England,Pallekele,10-Dec-14,ODI # 3565,Thisara Perera,233514
1397,16,16,10,160,3,0,v England,Pallekele,13-Dec-14,ODI # 3567,Thisara Perera,233514
1398,54,54,26,207.69,7,1,v England,Colombo (RPS),16-Dec-14,ODI # 3569,Thisara Perera,233514
1399,0,0,1,0,0,0,v New Zealand,Christchurch,11-Jan-15,ODI # 3574,Thisara Perera,233514
1400,DNB,-,-,-,-,-,v New Zealand,Hamilton,15-Jan-15,ODI # 3577,Thisara Perera,233514
1401,TDNB,-,-,-,-,-,v New Zealand,Auckland,17-Jan-15,ODI # 3580,Thisara Perera,233514
1402,5,5,6,83.33,0,0,v New Zealand,Nelson,20-Jan-15,ODI # 3585,Thisara Perera,233514
